DateTime,CV1.HIGHLIMIT,CV10.HIGHLIMIT,CV2.HIGHLIMIT,CV3.HIGHLIMIT,CV4.HIGHLIMIT,CV5.HIGHLIMIT,CV6.HIGHLIMIT,CV7.HIGHLIMIT,CV8.HIGHLIMIT,CV9.HIGHLIMIT,CV1.LOWLIMIT,CV10.LOWLIMIT,CV2.LOWLIMIT,CV3.LOWLIMIT,CV4.LOWLIMIT,CV5.LOWLIMIT,CV6.LOWLIMIT,CV7.LOWLIMIT,CV8.LOWLIMIT,CV9.LOWLIMIT,CV1.STATUS,CV10.STATUS,CV2.STATUS,CV3.STATUS,CV4.STATUS,CV5.STATUS,CV6.STATUS,CV7.STATUS,CV8.STATUS,CV9.STATUS,CV1.READVALUE,CV10.READVALUE,CV2.READVALUE,CV3.READVALUE,CV4.READVALUE,CV5.READVALUE,CV6.READVALUE,CV7.READVALUE,CV8.READVALUE,CV9.READVALUE,MV1.HIGHLIMIT,MV2.HIGHLIMIT,MV3.HIGHLIMIT,MV4.HIGHLIMIT,MV5.HIGHLIMIT,MV1.LOWLIMIT,MV2.LOWLIMIT,MV3.LOWLIMIT,MV4.LOWLIMIT,MV5.LOWLIMIT,MV1.READVALUE,MV2.READVALUE,MV3.READVALUE,MV4.READVALUE,MV5.READVALUE,MV1.SENTVALUE,MV1.SENTVALUEIFON,MV2.SENTVALUE,MV2.SENTVALUEIFON,MV3.SENTVALUE,MV3.SENTVALUEIFON,MV4.SENTVALUE,MV4.SENTVALUEIFON,MV5.SENTVALUE,MV5.SENTVALUEIFON,OMMON.TURNONOFF,CV1._NAME,Time_diff
2024-01-10 12:26:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,277.217864990234,60.5701217651367,6.22000694274902,53.0802955627441,79.4894256591797,340.058807373047,3.89737486839294,50.0442962646484,33.8182373046875,393.446533203125,2200,100,100,90,61,1000,0,0,0,0,1658.46228027344,33.5,62,50,54.0,1629.76818847656,1629.76818847656,33.5,33.5,62,62,50,50,53.0,53.0,1,,30.0
2024-01-10 12:27:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,265.939727783203,60.8822898864746,3.35936856269836,53.7375755310059,76.9069290161133,362.142639160156,20.4990558624268,50.7867736816406,34.2912216186523,394.525115966797,2200,100,100,90,61,1000,0,0,0,0,1602.845703125,33.5,62,53,54.0,1602.845703125,1602.845703125,33.5,33.5,62,62,53,53,54.0,54.0,1,,30.0
2024-01-10 12:27:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,264.252349853516,60.2579536437988,5.9188871383667,55.7776908874512,72.1771087646484,396.13671875,3.26357793807983,52.1223526000977,37.0250587463379,392.494842529297,2200,100,100,90,61,1000,0,0,0,0,1553.51000976563,33.5,64,58,53.0,1553.51000976563,1553.51000976563,33.5,33.5,64,64,58,58,53.0,53.0,1,,30.0
2024-01-10 12:28:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,248.865997314453,59.2646903991699,5.22254705429077,59.101634979248,68.2418975830078,457.808776855469,6.43255996704102,52.6275978088379,38.9642906188965,392.211242675781,2200,100,100,90,61,1000,0,0,0,0,1509.98449707031,11.5,62,65,54.0,1509.98449707031,1509.98449707031,11.5,11.5,62,62,65,65,54.0,54.0,1,,30.0
2024-01-10 12:28:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,239.238021850586,59.8606452941895,4.1403980255127,60.3336524963379,63.6634216308594,527.559265136719,0.0,54.8413276672363,40.9318923950195,388.704132080078,2200,100,100,90,61,1000,0,0,0,0,1474.7607421875,30.5,61,66,54.0,1474.7607421875,1474.7607421875,30.5,30.5,61,61,66,66,54.0,54.0,1,,30.0
2024-01-10 12:29:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,249.712356567383,62.1593399047852,3.47228956222534,60.6116256713867,59.4822578430176,560.369995117188,5.33524179458618,56.381046295166,43.1927490234375,391.364135742188,2200,100,100,90,61,1000,0,0,0,0,1446.46252441406,42.5,60,68,54.0,1446.46252441406,1446.46252441406,42.5,42.5,60,60,68,68,54.0,54.0,1,,30.0
2024-01-10 12:29:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,246.130981445313,60.2768707275391,5.45779752731323,60.6501312255859,54.1186408996582,579.4326171875,5.18388748168945,56.9554862976074,42.4738159179688,391.805572509766,2200,100,100,90,61,1000,0,0,0,0,1423.9990234375,48.5,58,70,54.0,1423.9990234375,1423.9990234375,48.5,48.5,58,58,70,70,54.0,54.0,1,,30.0
2024-01-10 12:30:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,276.714508056641,59.3592872619629,2.1831214427948,59.4392166137695,45.5860366821289,600.179504394531,8.29611110687256,56.5019760131836,45.217113494873,389.195251464844,2200,100,100,90,61,1000,0,0,0,0,1406.53930664063,53.5,56,73,54.0,1399.77600097656,1399.77600097656,55.5,55.5,54,54,74,74,54.0,54.0,1,,30.0
2024-01-10 12:30:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,266.598358154297,59.5673980712891,4.15921831130981,59.4445838928223,44.0441207885742,610.077575683594,13.5745944976807,56.7777557373047,46.8630905151367,390.915374755859,2200,100,100,90,61,1000,0,0,0,0,1393.56176757813,57.5,53,75,54.0,1393.56176757813,1393.56176757813,57.5,57.5,53,53,75,75,54.0,54.0,1,,30.0
2024-01-10 12:31:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,258.4755859375,58.8484649658203,4.00865983963013,56.8692207336426,37.6020965576172,647.869934082031,20.1490497589111,55.7135200500488,47.7144584655762,381.752716064453,2200,100,100,90,61,1000,0,0,0,0,1382.37316894531,60.5,51,77,54.0,1377.29663085938,1377.29663085938,62.5,62.5,50,50,77,77,55.0,55.0,1,,30.0
2024-01-10 12:31:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,260.657012939453,58.5646743774414,2.78536081314087,56.762622833252,37.8953475952148,655.976440429688,21.4450206756592,55.2851943969727,48.253662109375,382.292785644531,2200,100,100,90,61,1000,0,0,0,0,1553.7900390625,64.5,51,78,55.0,1553.7900390625,1553.7900390625,64.5,64.5,51,51,78,78,55.0,55.0,1,,30.0
2024-01-10 12:32:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,251.210754394531,59.1227951049805,5.59894752502441,56.4171485900879,32.1533393859863,675.821716308594,25.5883464813232,54.8702125549316,50.0604515075684,384.098968505859,2200,100,100,90,61,1000,0,0,0,0,1513.18115234375,67.5,50,79,55.0,1513.18115234375,1513.18115234375,67.5,67.5,50,50,79,79,55.0,55.0,1,,30.0
2024-01-10 12:32:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,257.642517089844,60.8728294372559,3.53815865516663,55.0027084350586,29.5897789001465,679.739135742188,31.5762996673584,53.8737564086914,49.8618011474609,387.005493164063,2200,100,100,90,61,1000,0,0,0,0,1478.72106933594,70.5,49,81,55.0,1478.72106933594,1478.72106933594,70.5,70.5,49,49,81,81,55.0,55.0,1,,30.0
2024-01-10 12:33:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,255.536346435547,60.6647186279297,5.19431829452515,53.5398101806641,27.5275707244873,704.061889648438,36.8642463684082,52.8673210144043,50.9685821533203,389.391906738281,2200,100,100,90,61,1000,0,0,0,0,1450.44384765625,73.5,47,82,55.0,1450.44384765625,1450.44384765625,73.5,73.5,47,47,82,82,55.0,55.0,1,,30.0
2024-01-10 12:33:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,251.999481201172,60.5512008666992,6.33292818069458,52.4401321411133,26.5626907348633,748.053649902344,43.1643714904785,52.2520332336426,50.7037086486816,385.930053710938,2200,100,100,90,61,1000,0,0,0,0,1427.65856933594,74.5,47,83,55.0,1427.65856933594,1427.65856933594,74.5,74.5,47,47,83,83,55.0,55.0,1,,30.0
2024-01-10 12:34:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,255.637756347656,62.0363655090332,6.24823570251465,51.5562896728516,25.1437435150146,786.723388671875,47.4779663085938,50.7668266296387,51.0253372192383,390.850311279297,2200,100,100,90,61,1000,0,0,0,0,1408.38598632813,75.5,46,82,55.0,1408.38598632813,1408.38598632813,75.5,75.5,46,46,82,82,55.0,55.0,1,,30.0
2024-01-10 12:34:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,261.055633544922,62.5661087036133,5.16608667373657,51.4736175537109,25.077522277832,805.290405273438,48.7266426086426,49.3049697875977,49.9374732971191,392.712036132813,2200,100,100,90,61,1000,0,0,0,0,1393.23583984375,75.5,46,82,55.0,1393.23583984375,1393.23583984375,75.5,75.5,46,46,82,82,55.0,55.0,1,,30.0
2024-01-10 12:35:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,245.877471923828,63.1809844970703,3.3687801361084,49.2370643615723,25.8721351623535,810.829345703125,49.2942199707031,47.1035118103027,49.833423614502,393.744750976563,2200,100,100,90,61,1000,0,0,0,0,1380.30810546875,75.5,46,82,55.0,1374.60791015625,1374.60791015625,75.5,75.5,46,46,82,82,55.0,55.0,1,,30.0
2024-01-10 12:35:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,241.773681640625,63.6634216308594,1.55265033245087,47.9119529724121,25.5032062530518,811.263610839844,50.5901947021484,46.7126312255859,50.2496490478516,394.895294189453,2200,100,100,90,61,1000,0,0,0,0,1370.03137207031,75.5,46,82,55.0,1370.03137207031,1370.03137207031,75.5,75.5,46,46,82,82,55.0,55.0,1,,30.0
2024-01-10 12:36:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,267.625549316406,62.1498832702637,8.11141395568848,45.8923454284668,26.0897045135498,826.131103515625,50.542896270752,45.806941986084,50.0509910583496,395.4931640625,2200,100,100,90,61,1000,0,0,0,0,1362.87072753906,73.5,46,82,54.0,1362.87072753906,1362.87072753906,73.5,73.5,46,46,82,82,54.0,54.0,1,,30.0
2024-01-10 12:36:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,247.286926269531,63.464771270752,6.23882722854614,45.1984939575195,26.4302558898926,822.507690429688,50.6564064025879,44.1176261901855,47.5820236206055,397.25439453125,2200,100,100,90,61,1000,0,0,0,0,1529.61486816406,75.5,47,82,54.0,1510.59741210938,1510.59741210938,75.5,75.5,47,47,82,82,55.0,55.0,1,,30.0
2024-01-10 12:37:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,240.121322631836,62.5661087036133,5.51425838470459,45.2310981750488,26.1748428344727,824.788269042969,50.5901947021484,43.2443428039551,49.8901786804199,393.818511962891,2200,100,100,90,61,1000,0,0,0,0,1492.86889648438,75.5,47,82,55.0,1492.86889648438,1492.86889648438,75.5,75.5,47,47,82,82,55.0,55.0,1,,30.0
2024-01-10 12:37:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,244.087829589844,63.464771270752,5.00611686706543,43.0081100463867,26.1748428344727,805.489135742188,50.7226295471191,43.389045715332,48.4806900024414,394.805358886719,2200,100,100,90,61,1000,0,0,0,0,1462.08068847656,75.5,47,82,55.0,1462.08068847656,1462.08068847656,75.5,75.5,47,47,82,82,55.0,55.0,1,,30.0
2024-01-10 12:38:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,236.982223510742,62.8782768249512,6.06944847106934,43.0140533447266,24.7748165130615,802.4228515625,49.7199058532715,44.981128692627,44.8198089599609,396.252868652344,2200,100,100,90,61,1000,0,0,0,0,1437.91015625,75.5,47,82,55.0,1429.62683105469,1429.62683105469,75.5,75.5,47,47,82,82,54.0,54.0,1,,30.0
2024-01-10 12:38:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,244.579299926758,62.8782768249512,5.06257724761963,43.6295204162598,24.3775100708008,803.497985839844,49.8618011474609,46.1018562316895,42.3886795043945,394.642944335938,2200,100,100,90,61,1000,0,0,0,0,1602.03491210938,78.5,47,83,54.0,1602.03491210938,1602.03491210938,78.5,78.5,47,47,83,83,54.0,54.0,1,,30.0
2024-01-10 12:39:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,259.555572509766,63.464771270752,4.90260744094849,45.0913314819336,25.692403793335,816.758422851563,49.3131408691406,48.4252471923828,35.6628723144531,392.446197509766,2200,100,100,90,61,1000,0,0,0,0,1560.54296875,78.5,47,83,54.0,1560.54296875,1560.54296875,78.5,78.5,47,47,83,83,54.0,54.0,1,,30.0
2024-01-10 12:39:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,268.912261962891,63.464771270752,3.57579898834229,46.6509971618652,25.0018482208252,831.247985839844,50.0036964416504,49.0232048034668,32.5601043701172,395.634735107422,2200,100,100,90,61,1000,0,0,0,0,1676.08337402344,83.5,47,83,54.0,1655.35034179688,1655.35034179688,86.5,86.5,47,47,83,83,54.0,54.0,1,,30.0
2024-01-10 12:40:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,272.852813720703,63.1715240478516,7.67855644226074,47.4027557373047,25.3518524169922,843.946228027344,50.1455917358398,49.5314407348633,30.6492576599121,392.148712158203,2200,100,100,90,61,1000,0,0,0,0,1639.96997070313,87.5,10,83,55.0,1639.96997070313,1639.96997070313,87.5,87.5,10,10,83,83,55.0,55.0,1,,30.0
2024-01-10 12:40:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,283.856811523438,63.2661209106445,7.631507396698,47.4671173095703,24.3302135467529,832.311340332031,51.2902069091797,51.0248565673828,26.0613269805908,391.450714111328,2200,100,100,90,61,1000,0,0,0,0,1731.28894042969,96.5,30,84,55.0,1731.28894042969,1731.28894042969,96.5,96.5,30,30,84,84,55.0,55.0,1,,30.0
2024-01-10 12:41:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,303.708740234375,62.2066383361816,3.509929895401,47.4176635742188,26.1748428344727,845.194396972656,52.7186164855957,50.4313278198242,20.1490497589111,382.907745361328,2200,100,100,90,61,1000,0,0,0,0,1700.51184082031,95.5,50,84,50.0,1687.34118652344,1687.34118652344,95.5,95.5,57,57,84,84,50.0,50.0,1,,30.0
2024-01-10 12:41:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,312.418640136719,-0.406764447689056,6.68109655380249,47.2283706665039,26.1748428344727,839.050415039063,52.4348258972168,49.4621391296387,20.3477001190186,243.314788818359,2200,100,100,90,61,1000,0,0,0,0,1677.7861328125,95.5,61,84,50.0,1790.69982910156,1790.69982910156,96.5,96.5,66,66,84,84,50.0,50.0,1,,30.0
2024-01-10 12:42:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,304.477600097656,-1.40948748588562,3.74518036842346,47.5111122131348,27.6789245605469,838.997253417969,52.1699562072754,48.7453536987305,19.0517311096191,174.843643188477,2200,100,100,90,61,1000,0,0,0,0,1774.58166503906,96.5,70,84,50.0,1774.58166503906,1774.58166503906,96.5,96.5,70,70,84,84,50.0,50.0,1,,30.0
2024-01-10 12:42:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,305.827606201172,-1.40948748588562,5.62717628479004,44.9720916748047,30.4222221374512,852.594848632813,51.8577880859375,45.3340682983398,23.8193893432617,139.398864746094,2200,100,100,90,61,1000,0,0,0,0,1749.60913085938,97.5,70,85,50.0,1847.14794921875,1847.14794921875,97.5,97.5,70,70,85,85,50.0,50.0,1,,30.0
2024-01-10 12:43:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,300.508514404297,-1.40948748588562,4.20627021789551,43.8454093933105,31.4344043731689,862.772155761719,52.1415786743164,43.7507820129395,31.2735919952393,137.834106445313,2200,100,100,90,61,1000,0,0,0,0,1830.16137695313,96.5,64,86,50.0,1830.16137695313,1830.16137695313,96.5,96.5,64,64,86,86,50.0,50.0,1,,30.0
2024-01-10 12:43:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,315.225891113281,4.79604005813599,7.71619701385498,40.0327835083008,33.7614822387695,878.228820800781,54.5821685791016,40.2222137451172,43.5049171447754,252.06315612793,2200,100,100,90,61,1000,0,0,0,0,1893.19055175781,95.5,49,85,50.0,1876.84289550781,1876.84289550781,92.5,92.5,40,40,86,86,50.0,50.0,1,,30.0
2024-01-10 12:44:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,330.236724853516,18.9192943572998,5.25077867507935,38.5886192321777,35.360164642334,866.638244628906,53.9578247070313,38.8791389465332,44.9995384216309,270.532653808594,2200,100,100,90,61,1000,0,0,0,0,1865.60876464844,90.5,32,85,50.0,1865.60876464844,1865.60876464844,90.5,90.5,32,32,85,85,50.0,50.0,1,,30.0
2024-01-10 12:44:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,335.879180908203,35.2371864318848,6.51171827316284,36.889575958252,37.9994049072266,884.864562988281,54.4402732849121,37.9978332519531,46.172534942627,286.781829833984,2200,100,100,90,61,1000,0,0,0,0,1926.28491210938,89.5,28,85,50.0,1926.28491210938,1926.28491210938,89.5,89.5,28,28,85,85,50.0,50.0,1,,30.0
2024-01-10 12:45:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,353.224517822266,49.3698959350586,5.88124704360962,36.9137878417969,39.8251113891602,872.356750488281,55.1497383117676,38.0432281494141,49.0766448974609,333.725860595703,2200,100,100,90,61,1000,0,0,0,0,1906.07739257813,88.5,28,85,52.0,1899.57556152344,1899.57556152344,87.5,87.5,28,28,86,86,53.0,53.0,1,,30.0
2024-01-10 12:45:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,351.434906005859,50.7604675292969,5.0908088684082,36.5055236816406,40.4116172790527,881.837524414063,54.4402732849121,38.1953468322754,47.7995986938477,347.377868652344,2200,100,100,90,61,1000,0,0,0,0,1894.65075683594,87.5,28,85,53.0,1894.65075683594,1894.65075683594,87.5,87.5,28,28,85,85,53.0,53.0,1,,30.0
2024-01-10 12:46:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,371.429016113281,54.1753997802734,6.78460597991943,35.869384765625,42.0859680175781,879.677673339844,54.9132537841797,38.4309196472168,44.2238502502441,363.181243896484,2200,100,100,90,61,1000,0,0,0,0,1951.234375,87.5,32,85,54.0,1951.234375,1951.234375,87.5,87.5,32,32,85,85,54.0,54.0,1,,30.0
2024-01-10 12:46:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,370.565673828125,56.8619384765625,5.63658761978149,37.7915840148926,42.7008438110352,882.577453613281,54.005126953125,38.80615234375,41.0643272399902,369.767303466797,2200,100,100,90,61,1000,0,0,0,0,1998.11328125,87.5,37,86,54.0,1998.11328125,1998.11328125,87.5,87.5,37,37,86,86,54.0,54.0,1,,30.0
2024-01-10 12:47:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,419.197265625,58.0633163452148,5.43897771835327,37.3250312805176,43.4860000610352,890.042114257813,54.1470222473145,39.9090766906738,35.6061096191406,371.999084472656,2200,100,100,90,61,1000,0,0,0,0,2032.21240234375,88.5,43,86,54.0,2032.21240234375,2032.21240234375,88.5,88.5,46,46,86,86,54.0,54.0,1,,30.0
2024-01-10 12:47:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,432.678802490234,59.3592872619629,7.37743663787842,38.0044937133789,43.3630218505859,904.737365722656,54.4970283508301,40.0421028137207,34.2250061035156,374.169647216797,2200,100,100,90,61,1000,0,0,0,0,2010.06628417969,88.5,48,85,54.0,2010.06628417969,2010.06628417969,88.5,88.5,48,48,85,85,54.0,54.0,1,,30.0
2024-01-10 12:48:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,460.771026611328,58.1957511901855,4.56384706497192,38.1054611206055,42.9940948486328,901.590026855469,55.7173194885254,39.9473876953125,33.3074150085449,374.827239990234,2200,100,100,90,61,1000,0,0,0,0,2041.21923828125,89.5,53,85,54.0,2041.21923828125,2041.21923828125,89.5,89.5,53,53,85,85,54.0,54.0,1,,30.0
2024-01-10 12:48:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,460.558868408203,58.980899810791,8.64778423309326,38.0201721191406,42.9467964172363,888.861633300781,54.5727005004883,40.8729972839355,29.9303226470947,377.259735107422,2200,100,100,90,61,1000,0,0,0,0,2055.64501953125,89.5,57,86,54.0,2048.21704101563,2048.21704101563,89.5,89.5,59,59,86,86,55.0,55.0,1,,30.0
2024-01-10 12:49:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,461.604949951172,60.2295761108398,9.16533470153809,37.6699676513672,45.0752182006836,871.887145996094,53.8632316589355,40.1478385925293,29.7032890319824,380.417205810547,2200,100,100,90,61,1000,0,0,0,0,2075.12255859375,89.5,60,86,55.0,2075.12255859375,2075.12255859375,89.5,89.5,61,61,86,86,54.0,54.0,1,,30.0
2024-01-10 12:49:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,470.971221923828,61.1660766601563,7.28333616256714,38.1233177185059,44.8292655944824,875.134338378906,56.0957069396973,40.1167144775391,29.3154487609863,384.491546630859,2200,100,100,90,61,1000,0,0,0,0,2089.58642578125,89.5,62,86,55.0,2089.58642578125,2089.58642578125,89.5,89.5,62,62,86,86,55.0,55.0,1,,30.0
2024-01-10 12:50:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,428.082641601563,62.6701583862305,6.87870693206787,36.6170806884766,44.7062911987305,863.781127929688,54.1470222473145,39.5564765930176,31.8790073394775,389.690155029297,2200,100,100,90,61,1000,0,0,0,0,2078.9521484375,89.5,63,86,55.0,2106.03125,2106.03125,89.5,89.5,64,64,86,86,55.0,55.0,1,,30.0
2024-01-10 12:50:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,437.804931640625,63.1809844970703,9.39117336273193,37.8780746459961,45.9360466003418,869.069702148438,53.1442985534668,38.0236968994141,33.4303932189941,397.832305908203,2200,100,100,90,61,1000,0,0,0,0,2100.09838867188,88.5,63,86,54.0,2122.466796875,2122.466796875,89.5,89.5,63,63,87,87,54.0,54.0,1,,30.0
2024-01-10 12:51:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,422.851226806641,63.7674827575684,5.31664800643921,37.7148323059082,47.2509384155273,879.270385742188,52.9929466247559,38.4256820678711,33.4114723205566,394.975067138672,2200,100,100,90,61,1000,0,0,0,0,2139.95654296875,89.5,62,87,54.0,2139.95654296875,2139.95654296875,89.5,89.5,62,62,87,87,54.0,54.0,1,,30.0
2024-01-10 12:51:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,412.803314208984,64.1174850463867,4.7614574432373,36.4930458068848,46.6265983581543,873.440795898438,53.4375495910645,37.7879905700684,37.8669662475586,396.163391113281,2200,100,100,90,61,1000,0,0,0,0,2149.853515625,88.5,58,86,54.0,2149.853515625,2149.853515625,88.5,88.5,58,58,86,86,54.0,54.0,1,,30.0
2024-01-10 12:52:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,425.920837402344,63.0674667358398,5.77773761749268,36.8545112609863,47.1090431213379,871.271301269531,54.4118881225586,37.2168350219727,40.3170166015625,394.782531738281,2200,100,100,90,61,1000,0,0,0,0,2161.00927734375,88.5,54,87,54.0,2161.00927734375,2161.00927734375,88.5,88.5,54,54,87,87,54.0,54.0,1,,30.0
2024-01-10 12:52:45,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,432.501373291016,63.370174407959,5.39192867279053,36.6978149414063,48.3009567260742,883.788269042969,56.1430053710938,36.3673095703125,43.8360023498535,390.609069824219,2200,100,100,90,61,1000,0,0,0,0,2151.912109375,87.5,48,86,54.0,2151.912109375,2151.912109375,87.5,87.5,48,48,86,86,54.0,54.0,1,,30.0
2024-01-10 12:53:15,700,55,60,50,50,933,55,50,50,933,500,50.0,0,5,10,400,50.0,5,5,400,1,1,1,1,1,1,1,1,1,1,419.715362548828,61.374195098877,5.17549800872803,35.4278984069824,49.1523284912109,871.174072265625,55.0267715454102,36.2617835998535,43.5805931091309,389.255035400391,2200,100,100,90,61,1000,0,0,0,0,2166.2568359375,87.5,47,86,54.0,2162.15576171875,2162.15576171875,86.5,86.5,46,46,86,86,55.0,55.0,1,,30.0
